resource_uri,skos_prefLabel_ja,skos_prefLabel_en,altLabel,homepage,description,identifier,ndlAuthoritiesID,viafID,wikidataID,twitterID,seeAlso,language,disambiguatingDescription,note,additionalType,startDate,endDate,address,latitude,longitude,relatedOrganization,member,logo,source
https://collection.rcgs.jp/resource/AGENT0001608,,Wired Productions,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C45671,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0004324,,Comics House,,,,,,,https://www.wikidata.org/entity/Q576741,,https://ms.wikipedia.org/wiki/Comics_House,http://id.loc.gov/vocabulary/iso639-2/msa,,,企業,1995,2016,,,,,,,https://ms.wikipedia.org/wiki/Comics_House (accessed 2019-09-19)
https://collection.rcgs.jp/resource/AGENT0003354,,Bullfrog Productions,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46824,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0002628
https://collection.rcgs.jp/resource/AGENT0000144,,Miracle Kidz,,http://mkidz.jp/,2008年、設立。,,,,,https://twitter.com/miracle_kidz,https://mediaarts-db.bunka.go.jp/id/C44752,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,2008-01-18,,東京都北区赤羽西1丁目23番2号,,,https://collection.rcgs.jp/resource/AGENT0000438,,,http://mkidz.jp/info/ (accessed 2018-10-25)|http://www.houjin-bangou.nta.go.jp/ (accessed 2018-10-25)
https://collection.rcgs.jp/resource/AGENT0001693,モノビット,,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C45741,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0001946,日本ベンディング,,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C45958,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0002039,ファルコン,,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46043,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0000966,ガイズウェア,guyzware Inc.,株式会社ガイズウェア,http://www.guyzware.jp/,,,,,https://www.wikidata.org/entity/Q3780072,,https://mediaarts-db.bunka.go.jp/id/C45121|https://ja.wikipedia.org/wiki/ガイズウェア%20,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,2006-03-03,,東京都品川区西五反田七丁目9番2号 KDX五反田ビル7F,,,https://collection.rcgs.jp/resource/AGENT0000752|https://collection.rcgs.jp/resource/AGENT0000731,,,https://ja.wikipedia.org/wiki/ガイズウェア (accessed 2018-10-25)|http://www.guyzware.jp/ (accessed 2018-10-25)
https://collection.rcgs.jp/resource/AGENT0003003,,TNN,株式会社TNN,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46505,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,,東京都港区,,,,,,https://collection.rcgs.jp/resource/PACKAGE0001746|https://www.mobygames.com/company/tnn (accessed 2018-10-25)|https://ja.wikipedia.org/wiki/海腹川背 (accessed 2018-10-25)
https://collection.rcgs.jp/resource/AGENT0001015,,SIE Santa Monica Studio,"Santa Monica Studio, LLC|SIEサンタモニカスタジオ",http://sms.playstation.com/,1999年、SCE Santa Monica Studioを設立。2016年、ソニー・コンピュータエンタテインメントとソニー・ネットワークエンタテインメントインターナショナルが統合して、SIE Santa Monica Studioを設立。,,,https://viaf.org/viaf/232483995,https://www.wikidata.org/entity/Q656710,https://twitter.com/SonySantaMonica,https://mediaarts-db.bunka.go.jp/id/C45162|https://en.wikipedia.org/wiki/SIE_Santa_Monica_Studio,http://id.loc.gov/vocabulary/iso639-2/jpn|http://id.loc.gov/vocabulary/iso639-2/eng,,,企業,2016,,"Los Angeles, California, United States",,,https://collection.rcgs.jp/resource/AGENT0000031,,,https://collection.rcgs.jp/resource/PACKAGE0005996|https://ja.wikipedia.org/wiki/SCEサンタモニカスタジオ (accessed 2018-12-15)|http://sms.playstation.com/studio/ (accessed 2018-12-15)|https://www.mobygames.com/company/sie-santa-monica-studio (accessed 2018-12-15)|https://en.wikipedia.org/wiki/SIE_Santa_Monica_Studio (accessed 2018-12-15)
https://collection.rcgs.jp/resource/AGENT0003148,,PSYGNOSIS LTD.,Psygnosis Limited,,1984年、設立。1993年、Sony Computer Entertainmentの子会社になる。2000年、廃止。Sonyのブランドとしては2000年、CE Studio Liverpoolのブランドとして2012年まで発売される。,,,https://viaf.org/viaf/139808426,https://www.wikidata.org/entity/Q3410210,,https://mediaarts-db.bunka.go.jp/id/C46635|https://en.wikipedia.org/wiki/Psygnosis,http://id.loc.gov/vocabulary/iso639-2/eng,,,企業,1985-07-03,2000,"Napier Court, Wavertree Technology Park, Liverpool, United Kingdom",,,https://collection.rcgs.jp/resource/AGENT0001159,,,https://www.mobygames.com/company/psygnosis-limited (accessed 2018-12-05)|https://collection.rcgs.jp/resource/PACKAGE0007643|https://en.wikipedia.org/wiki/Psygnosis (accessed 2018-12-05)
https://collection.rcgs.jp/resource/AGENT0003339,日経ホーム出版社,,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46809,,,,,,,東京都港区,,,,,,https://collection.rcgs.jp/resource/PACKAGE0018622
https://collection.rcgs.jp/resource/AGENT0001353,ワープ,Warp Inc.,株式会社ワープ,http://www.warp-jp.com,1994年、飯野賢治がワープ設立。2000年、株式会社スーパーワープに商号変更　（廃止）。,,,https://viaf.org/viaf/258182587,,,https://mediaarts-db.bunka.go.jp/id/C45453,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1994,2000,東京都港区北青山2-12-28,,,,,,https://fyto.com/company.html (accessed 2018-10-25)|http://www.stoq.net/warp/warp.html  (accessed 2018-10-25)|https://collection.rcgs.jp/resource/PACKAGE0008380|https://ja.wikipedia.org/wiki/飯野賢治 (accessed 2018-10-25)
https://collection.rcgs.jp/resource/AGENT0001210,テンゲン,Tengen Ltd.,株式会社テンゲン,,1994年、テンゲン日本法人は「株式会社タイムワーナーインタラクティブ（TWI）」に社名変更。,,,,https://www.wikidata.org/entity/Q2536056,,https://ja.wikipedia.org/wiki/テンゲン|https://mediaarts-db.bunka.go.jp/id/C45337,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,1994,東京都千代田区岩本町2-19-5,,,https://collection.rcgs.jp/resource/AGENT0002815,,,https://collection.rcgs.jp/resource/PACKAGE0000634|https://ja.wikipedia.org/wiki/テンゲン (accessed 2018-10-25)|https://www.mobygames.com/company/tengen-ltd (accessed 2018-10-25)
https://collection.rcgs.jp/resource/AGENT0000926,ディースリー・パブリッシャー,D3PUBLISHER INC.,株式会社ディースリー・パブリッシャー|D3パブリッシャー,http://www.d3p.co.jp,"1999年、株式会社インターナショナル・シグナルから、商号を株式会社ディースリー・パブリッシャーに変更。2006年、株式会社ディースリー・パブリッシャーが持株会社ディースリーに社名変更し、持株会社となる。同年、新設された株式会社ディースリー・パブリッシャーへと事業部門は移管。2010年, ディースリー、エンターテイメント・ソフトウェア・パブリッシングと合併し、新ディースリー・パブリッシャーとなる（始期）。",,https://id.ndl.go.jp/auth/ndlna/01184970,https://viaf.org/viaf/260659795,https://www.wikidata.org/entity/Q1361716,https://twitter.com/D3_PUBLISHER,https://ja.wikipedia.org/wiki/D3パブリッシャー|https://mediaarts-db.bunka.go.jp/id/C45087,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,2010,,東京都千代田区神田神保町三丁目2番3号 Daiwa神保町3丁目ビル 8階,,,https://collection.rcgs.jp/resource/AGENT0000081,,,https://collection.rcgs.jp/resource/PACKAGE0003893|https://www.mobygames.com/company/d3publisher-inc (accessed 2018-12-10)|http://www.d3p.co.jp (accessed 2019-10-10)|https://ja.wikipedia.org/wiki/D3パブリッシャー (accessed 2018-10-25)
https://collection.rcgs.jp/resource/AGENT0006405,コンプマート,,,,,,,,,,,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,,,,,,,,https://ja.wikipedia.org/wiki/エイデン (accessed 2020-09-02)
https://collection.rcgs.jp/resource/AGENT0002227,オフィスエラン,,株式会社オフィスエラン,file:///Users/fukudakazufumi/Library/CloudStorage/OneDrive-%E5%AD%A6%E6%A0%A1%E6%B3%95%E4%BA%BA%E7%AB%8B%E5%91%BD%E9%A4%A8/Codes/rcgs_to_madb/source/www.office-elan.com,,,,,https://www.wikidata.org/entity/Q11292233,,https://mediaarts-db.bunka.go.jp/id/C46206|https://ja.wikipedia.org/wiki/オフィスエラン,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,,東京都世田谷区,,,,,,https://ja.wikipedia.org/wiki/オフィスエラン (accessed 2018-12-19)|https://ja.wikipedia.org/wiki/オーディオビジュアルノベル (accessed 2018-12-19)
https://collection.rcgs.jp/resource/AGENT0003879,河出書房新社,,,http://www.kawade.co.jp/np/,1886年、河出靜一郎が岐阜成美堂書店・東京支店を開設。1933年、河出書房に改称。1957年、河出書房新社、設立。,,,,https://www.wikidata.org/entity/Q11141263,https://twitter.com/Kawade_shobo,https://mediaarts-db.bunka.go.jp/id/C47332|https://ja.wikipedia.org/wiki/河出書房新社,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1957-05-02,,東京都渋谷区千駄ヶ谷 2-32-2,,,,,,http://www.kawade.co.jp/np/ (accessed 2019-08-29)|https://ja.wikipedia.org/wiki/河出書房新社 (accessed 2019-08-29)
https://collection.rcgs.jp/resource/AGENT0000998,,EA Digital Illusions CE,EA Digital Illusions CE AB|EA DICE,http://www.dice.se/,1988年、Digital Illusions設立1992年5月、Digital Illusions HBに変更 。1993年1月、Digital Illusions CE ABに変更 2006年10月、Electronic Artsに吸収され、EA Digital Illusions CE ABに変更。,,,https://viaf.org/viaf/278916480,https://www.wikidata.org/entity/Q722027,https://twitter.com/EA_DICE,https://en.wikipedia.org/wiki/EA_DICE%20|https://mediaarts-db.bunka.go.jp/id/C45146,http://id.loc.gov/vocabulary/iso639-2/jpn|http://id.loc.gov/vocabulary/iso639-2/eng,,,企業,2006-10,,"Stockholm, Sweden",,,https://collection.rcgs.jp/resource/AGENT0000099|https://collection.rcgs.jp/resource/AGENT0001072,,,https://www.mobygames.com/company/ea-digital-illusions-ce-ab (accessed 2018-10-25)|https://ja.wikipedia.org/wiki/EA_Digital_Illusions_CE (accessed 2018-11-05)|https://collection.rcgs.jp/resource/PACKAGE0008748|http://www.dice.se/about/  (accessed 2018-10-25)|https://en.wikipedia.org/wiki/EA_DICE  (accessed 2018-10-25)
https://collection.rcgs.jp/resource/AGENT0003234,東京書籍メディアフロー,,,,2000年、東京書籍メディアファクトリーから株式会社東京書籍メディアフローへと社名を変更。2004年、再度、株式会社学習調査エデュフロントと社名変更し、ゲーム協会から撤退。,,,,,,https://mediaarts-db.bunka.go.jp/id/C46716,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,2000,2004,東京都北区,,,https://collection.rcgs.jp/resource/AGENT0001314|https://collection.rcgs.jp/resource/AGENT0003237|https://collection.rcgs.jp/resource/AGENT0002854,,,https://collection.rcgs.jp/resource/PACKAGE0005693|https://ja.wikipedia.org/wiki/トンキンハウス (accessed 2018-11-27)|https://ja.wikipedia.org/wiki/東京書籍 (accessed 2018-11-27)
https://collection.rcgs.jp/resource/AGENT0003305,エクシードプレス ,,株式会社エクシードプレス ,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46776,,,,企業,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0018071
https://collection.rcgs.jp/resource/AGENT0001729,メディアギャロップ,Media Gallop,株式会社メディアギャロップ,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C45769,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,,大阪府大阪市南堀江1-23-6,,,,,,https://collection.rcgs.jp/resource/PACKAGE0004209|https://www.mobygames.com/company/media-gallop (accessed 2018-10-25)
https://collection.rcgs.jp/resource/AGENT0001840,パレアナ,,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C45864,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0001192,アルゴノートゲームス,Argonaut Games plc,,file:///Users/fukudakazufumi/Library/CloudStorage/OneDrive-%E5%AD%A6%E6%A0%A1%E6%B3%95%E4%BA%BA%E7%AB%8B%E5%91%BD%E9%A4%A8/Codes/rcgs_to_madb/source/argonaut.com,1982年、Argonaut Software設立1999年、社名をArgonaut Gamesに変更2004年、倒産,,,,https://www.wikidata.org/entity/Q256907,,https://mediaarts-db.bunka.go.jp/id/C45322|https://ja.wikipedia.org/wiki/アルゴノートゲームス%20,http://id.loc.gov/vocabulary/iso639-2/eng,,,企業,1999,2004-10-01,"London, England, U.K.",,,,,,https://collection.rcgs.jp/resource/PACKAGE0002044|https://en.wikipedia.org/wiki/Argonaut_Games (accessed 2019-09-27)|https://ja.wikipedia.org/wiki/アルゴノートゲームス  (accessed 2019-09-27)
https://collection.rcgs.jp/resource/AGENT0001591,,GRIP Digital s.r.o.,Grip Digital|Grip Games,http://www.grip-digital.com/index.html,2009年、設立。,,,,https://www.wikidata.org/entity/Q13407941,https://twitter.com/Grip_Digital,https://mediaarts-db.bunka.go.jp/id/C45655|https://en.wikipedia.org/wiki/Grip_Digital,http://id.loc.gov/vocabulary/iso639-2/ces|http://id.loc.gov/vocabulary/iso639-2/eng,,「Grip Games」という商標を使用している。,企業,2009,,"Prague, Czech Republic",,,,,,https://en.wikipedia.org/wiki/Grip_Digital (accessed 2018-12-18)|http://www.grip-digital.com/company.html (accessed 2018-12-18)
https://collection.rcgs.jp/resource/AGENT0000857,NECインターチャネル株式会社,,NECインターチャネル,,1995年、NECインターチャネル株式会社として創業。2004年、株式会社インターチャネルに社名変更（廃止）。,,,https://viaf.org/viaf/260862234,https://www.wikidata.org/entity/Q860842,,https://mediaarts-db.bunka.go.jp/id/C45027|https://ja.wikipedia.org/wiki/インターチャネル,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1995-10,2004,東京都新宿区市谷船河原町1番地,,,https://collection.rcgs.jp/resource/AGENT0002797|https://collection.rcgs.jp/resource/AGENT0001216,,,https://ja.wikipedia.org/wiki/インターチャネル (accessed 2018-10-25)|https://collection.rcgs.jp/resource/PACKAGE0004902
https://collection.rcgs.jp/resource/AGENT0006430,,F・1 CLUB,,,,,,,,,,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0000284,エインシャント,ANCIENT corporation,Ancient Co. Ltd.|株式会社エインシャント,https://www.ancient.co.jp/,1990年、サウンドクリエイター古代祐三が設立。,,,,https://www.wikidata.org/entity/Q2845962,https://twitter.com/AncientGames_JP,https://mediaarts-db.bunka.go.jp/id/C44825|https://ja.wikipedia.org/wiki/エインシャント,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1990-04-01,,東京都日野市豊田3-31-39 レ・ジェイド豊田102,,,https://collection.rcgs.jp/resource/AGENT0000410,,,https://collection.rcgs.jp/resource/PACKAGE0001684|https://ja.wikipedia.org/wiki/エインシャント (accessed 2018-10-25)|https://www.ancient.co.jp/ (accessed 2018-10-25)|https://www.mobygames.com/company/ancient-co-ltd (accessed 2018-11-26)
https://collection.rcgs.jp/resource/AGENT0000061,,Activision Publishing,"Activision Publishing, Inc",,"1979年、Activision, Inc.に名称変更。2000年、Activision Publishing, Inc.に名称変更。2007年、Vivendi Gamesと合併してActivision Blizzard, Inc.となる。",,,,https://www.wikidata.org/entity/Q200491,,https://mediaarts-db.bunka.go.jp/id/C44709,http://id.loc.gov/vocabulary/iso639-2/jpn|http://id.loc.gov/vocabulary/iso639-2/eng,,,企業,2000-06-09,2007,カリフォルニア州,,,https://collection.rcgs.jp/resource/AGENT0004241|https://collection.rcgs.jp/resource/AGENT0001326,,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5490183 (accessed 2018-10-25)|https://collection.rcgs.jp/resource/PACKAGE0007266
https://collection.rcgs.jp/resource/AGENT0003591,メディアパル,,,https://www.mediapal.co.jp/,,,https://id.ndl.go.jp/auth/ndlna/00290956,https://viaf.org/viaf/157545823,,,https://mediaarts-db.bunka.go.jp/id/C47045,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1989-08,,東京都新宿区東五軒町6-24,,,,,,https://www.mediapal.co.jp/ (accessed 2019-08-28)
https://collection.rcgs.jp/resource/AGENT0003375,東京大学大学院情報学環,,,http://www.iii.u-tokyo.ac.jp/,2000年、設立。,,https://id.ndl.go.jp/auth/ndlna/00997187,https://viaf.org/viaf/137570613,https://www.wikidata.org/entity/Q11524672,,https://ja.wikipedia.org/wiki/東京大学大学院情報学環・学際情報学府|https://mediaarts-db.bunka.go.jp/id/C46840,http://id.loc.gov/vocabulary/iso639-2/jpn,,,学校,2000,,東京都文京区,,,,,,https://collection.rcgs.jp/resource/PACKAGE0019115|http://www.iii.u-tokyo.ac.jp/ (accessed )
https://collection.rcgs.jp/resource/AGENT0002228,たまソフト,Tamasoft,,http://www.tama-soft.com/,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46207,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,,大阪府大阪市中央区島町1-4-1第五双基301,,,,,,https://ja.wikipedia.org/wiki/霊岳 (accessed 2018-12-19)|https://collection.rcgs.jp/resource/PACKAGE0008830
https://collection.rcgs.jp/resource/AGENT0001648,ビクターエンタテインメント株式会社,"Victor Entertainment, Inc.",ビクターエンタテインメント,http://www.jvcmusic.co.jp/rock/|http://www.jvcmusic.co.jp/,1972年、ビクター音楽産業株式会社として設立。1993年、日本エイ・ブイ・シー株式会社を吸収合併しビクターエンタテインメントへ社名変更。2014年、株式会社JVCケンウッド・ビクターエンタテインメントに社名変更（廃止）。,,,https://viaf.org/viaf/154070769,https://www.wikidata.org/entity/Q1202628,https://twitter.com/VictorMusic,https://mediaarts-db.bunka.go.jp/id/C45702,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1993-04-01,2014-03-31,東京都渋谷区東一丁目2-20渋谷ファーストタワー,,,https://collection.rcgs.jp/resource/AGENT0000480|https://collection.rcgs.jp/resource/AGENT0002807,,,https://ja.wikipedia.org/wiki/ビクターエンタテインメント (accessed 2018-10-25)|https://collection.rcgs.jp/resource/PACKAGE0000887
https://collection.rcgs.jp/resource/AGENT0001757,,"Tama Global, S.L.",,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C45791,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0004333,,Aeria Games,Aeria Games and Entertainment,https://www.aeriagames.com/,,,,,https://www.wikidata.org/entity/Q2700879,https://twitter.com/aeriagames,https://en.wikipedia.org/wiki/Aeria_Games,http://id.loc.gov/vocabulary/iso639-2/eng|http://id.loc.gov/vocabulary/iso639-2/deu,,,企業,2006,,"Berlin, Germany",,,,,,https://en.wikipedia.org/wiki/Aeria_Games (accessed 2019-09-19)
https://collection.rcgs.jp/resource/AGENT0000567,ワーナーエンターテイメントジャパン株式会社,WARNER ENTERTAINMENT JAPAN INC.,,,1992年、タイム・ワーナーエンターテイメントジャパン株式会社として設立。2002年、ワーナーエンターテインメントジャパン株式会社となる。2016年、社名・組織変更を行い、ワーナー・ブラザースジャパン合同会社となり、廃止。,,https://id.ndl.go.jp/auth/ndlna/01157798,https://viaf.org/viaf/252488642,https://www.wikidata.org/entity/Q11351680,,https://mediaarts-db.bunka.go.jp/id/C44978,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,2002,2016,東京都港区西新橋1-2-9 日比谷セントラルビル,,,https://collection.rcgs.jp/resource/AGENT0001844,,,https://ja.wikipedia.org/wiki/ワーナー_ブラザース_ジャパン (accessed 2018-10-25)|https://warnerbros.co.jp/ (accessed 2020-08-04)|https://collection.rcgs.jp/resource/PACKAGE0007436
https://collection.rcgs.jp/resource/AGENT0004176,,Looking Glass Studios,"Blue Sky Productions and Looking Glass Technologies, Inc.|Looking Glass Studios, Inc.",,1990年、設立。1997年、ソフトウェア開発会社AverStarの傘下に入る。2000年5月24日、消滅。,,,,https://www.wikidata.org/entity/Q1131475,,https://en.wikipedia.org/wiki/Looking_Glass_Studios,http://id.loc.gov/vocabulary/iso639-2/eng,,,企業,1990 ,,"Cambridge, Massachusetts, U.S.",,,,,,https://en.wikipedia.org/wiki/Looking_Glass_Studios (accessed 2019-09-05)
https://collection.rcgs.jp/resource/AGENT0003169,"アンビット
",Anbitto,株式会社アンビット,,2000年に編集プロダクション「アンビット」をとして設立。,,https://id.ndl.go.jp/auth/ndlna/01155728,https://viaf.org/viaf/258573529,https://www.wikidata.org/entity/Q17192682,,https://ja.wikipedia.org/wiki/アンビット|https://mediaarts-db.bunka.go.jp/id/C46652,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1997-02-12,,東京都文京区音羽1-15-15シティ音羽205号,,,https://collection.rcgs.jp/resource/AGENT0001078|https://collection.rcgs.jp/resource/AGENT0000790,,,https://ja.wikipedia.org/wiki/アンビット (accessed 2018-12-03)|https://www.ndw.jp/ambit/ (accessed 2018-12-03)|https://collection.rcgs.jp/resource/PACKAGE0008985
https://collection.rcgs.jp/resource/AGENT0001599,ハチノヨン,,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C45662,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0003392,玉川大学,Tamagawa University,,https://www.tamagawa.jp/university/,1929年、財団法人玉川学園設立。1947年、大学設置。1951年、学校法人へ移行。,,,,https://www.wikidata.org/entity/Q7680543,,https://ja.wikipedia.org/wiki/玉川大学|https://mediaarts-db.bunka.go.jp/id/C46856,http://id.loc.gov/vocabulary/iso639-2/jpn,,,学校,1947,,東京都町田市,,,,,,https://collection.rcgs.jp/resource/PACKAGE0019641
https://collection.rcgs.jp/resource/AGENT0004340,,"MediaQuest Holdings, Inc.",,,,,,,https://www.wikidata.org/entity/Q6805413,,,http://id.loc.gov/vocabulary/iso639-2/fil,,,企業,1998,,"Makati, Philippines",,,,,,https://en.wikipedia.org/wiki/MediaQuest_Holdings (accessed 2019-09-19)
https://collection.rcgs.jp/resource/AGENT0006411,安売王Zゼット,,ディスカウント ワールド安売王Zゼット,,,,,,,,,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0003120,サイ・メイト,"SAI-MATE, Ltd.",有限会社サイ・メイト,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46609,,,,,,,,,,,,,https://ja.wikipedia.org/wiki/スワン_(ブランド) (accessed 2018-11-13)|https://collection.rcgs.jp/resource/PACKAGE0002172
https://collection.rcgs.jp/resource/AGENT0003839,オライリー・ジャパン,"O'Reilly Japan, Inc.",株式会社オライリー・ジャパン,https://www.oreilly.co.jp/index.shtml,1995年、設立。,,https://id.ndl.go.jp/auth/ndlna/00691278,,https://www.wikidata.org/entity/Q11292499,https://twitter.com/oreilly_japan,https://mediaarts-db.bunka.go.jp/id/C47293|https://ja.wikipedia.org/wiki/オライリー・ジャパン,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1995-12-12,,東京都新宿区四谷坂町12-22VORT四谷坂町1F,,,,,,https://ja.wikipedia.org/wiki/オライリー・ジャパン (accessed 2019-08-30)
https://collection.rcgs.jp/resource/AGENT0003881,淡交社,,,https://www.tankosha.co.jp/,,,https://id.ndl.go.jp/auth/ndlna/00268466,https://viaf.org/viaf/139422316,https://www.wikidata.org/entity/Q11559760,,https://mediaarts-db.bunka.go.jp/id/C47334|https://ja.wikipedia.org/wiki/淡交社,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1949-01-07,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0019280|https://ja.wikipedia.org/wiki/淡交社 (accessed 2019-09-30)|https://www.tankosha.co.jp/corp/history.html (accessed 2019-09-30)
https://collection.rcgs.jp/resource/AGENT0003087,,"INOVA Atronics, Inc.",,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46577,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0007707
https://collection.rcgs.jp/resource/AGENT0002169,アンノウンゲームズ,UNKNOWN GAMES,合同会社アンノウンゲームズ,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46153,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,,大阪府大阪市北区同心1丁目7番13号,,,,,,https://www.houjin-db.com/ja/profile/2120003008803 (accessed 2018-12-15)|https://www.mobygames.com/company/unknown-games (accessed 2018-12-15)
https://collection.rcgs.jp/resource/AGENT0000987,,"Bungie, LLC",バンジー,https://www.bungie.net/,"1991年、Bungie Software Products Corporationを設立。2000年、Microsoft Game Studiosの傘下となりBungie Studiosとなる。2007年、マイクロソフトから独立し、Bungie, LLCを設立。",,,,https://www.wikidata.org/entity/Q735267,https://twitter.com/Bungie,https://ja.wikipedia.org/wiki/バンジー_(ゲーム会社)|https://mediaarts-db.bunka.go.jp/id/C45135,http://id.loc.gov/vocabulary/iso639-2/jpn|http://id.loc.gov/vocabulary/iso639-2/eng,,,企業,2007-10,,"Bellevue, Washington, U.S.",,,,,,https://collection.rcgs.jp/resource/PACKAGE0007432|https://en.wikipedia.org/wiki/Bungie (accessed 2018-12-14)|https://ja.wikipedia.org/wiki/バンジー_(ゲーム会社) (accessed 2018-12-14)|https://www.bungie.net/en/AboutUs/Index#!page=index (accessed 2018-12-14)|https://www.mobygames.com/company/bungie-llc (accessed 2018-12-14)
https://collection.rcgs.jp/resource/AGENT0004291,ビジコープ,VisiCorp,,,,,,,https://www.wikidata.org/entity/Q461964,,https://ja.wikipedia.org/wiki/ビジコープ,http://id.loc.gov/vocabulary/iso639-2/eng,,,企業,1976,,,,,,,,https://ja.wikipedia.org/wiki/ビジコープ (accessed 2019-09-12)
https://collection.rcgs.jp/resource/AGENT0003875,日本放送出版協会,,,,1931年、創業。2011年、NHK出版に正式社名を変更。,,https://id.ndl.go.jp/auth/ndlna/00257998,https://viaf.org/viaf/143087311,https://www.wikidata.org/entity/Q11235168,,https://mediaarts-db.bunka.go.jp/id/C47328,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,,2011-01-01,,,,https://collection.rcgs.jp/resource/AGENT0004031,,,https://www.nhk-book.co.jp/corporate/index.html (accessed 2019-09-02)|https://ja.wikipedia.org/wiki/NHK出版 (accessed 2019-09-02)
https://collection.rcgs.jp/resource/AGENT0001767,,"Warner Home Video, Inc.",,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C45800,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0000160,,"PopCap Games, Inc",,https://www.ea.com/studios/popcap,2000年、設立。2011年、エレクトロニック・アーツが買収。,,,https://viaf.org/viaf/130912170,https://www.wikidata.org/entity/Q1064703,https://twitter.com/popcap,https://mediaarts-db.bunka.go.jp/id/C44761|https://ja.wikipedia.org/wiki/PopCap_Games,http://id.loc.gov/vocabulary/iso639-2/eng,,,企業,2000,,ワシントン,,,https://collection.rcgs.jp/resource/AGENT0000099,,,http://www.popcap.com/about-us (accessed 2018-10-25)|https://collection.rcgs.jp/resource/PACKAGE0009837|https://ja.wikipedia.org/wiki/PopCap_Games (accessed 2018-10-25)|https://www.mobygames.com/company/popcap-games-inc (accessed 2018-11-21)|https://www.ea.com/studios/popcap (accessed 2018-11-21)
https://collection.rcgs.jp/resource/AGENT0004020,インディーズゼロ,indieszero,株式会社インディーズゼロ,http://www.indieszero.co.jp/,1997年、設立。,,,,https://www.wikidata.org/entity/Q2482597,,https://ja.wikipedia.org/wiki/インディーズゼロ,http://id.loc.gov/vocabulary/iso639-2/jpn,,,企業,1997-04-21,,東京都杉並区荻窪4-30-16藤澤ビル10F,,,,,,https://ja.wikipedia.org/wiki/インディーズゼロ (accessed 2019-09-04)|http://www.indieszero.co.jp/company/summary/index.html (accessed 2019-09-04)
