resource_uri,label,prefLabel,altLabel,spatial,date,description,identifier,closeMatch,twitch,freebase,mobyGames,metacritic,seeAlso,imdb,abstract,audience,natureOfContent,serialNumber,disambiguatingDescription,locationCreated,about,subjectOf,gameLocation,creator,productionCompany,relatedAgent,logo,relation,isPartOf,hasPart,precedes,succeeds,sequelTo,sequel,remadeAs,complements,expandedAs,spinOff,note,genre,narrativeGenre,theme,mood,setting,series,franchise,mechanic,protagonist
https://collection.rcgs.jp/resource/WORK0004095,Faces of War (2006),決勝前線|페이스 오브 워|Faces of War,Outfront II,,2006,,,https://www.wikidata.org/wiki/Q1301576,,/m/0f_zw2,https://www.mobygames.com/game/faces-of-war,,,,,,,,,,,,,,https://collection.rcgs.jp/resource/AGENT0003932,,,,,,,,,,,,,,,リアルタイムタクティクス|リアルタイムストラテジー,,,,,,,,
https://collection.rcgs.jp/resource/WORK0001297,ドラゴンクエストVI 幻の大地 (1995),Dragon Quest VI|勇者鬥惡龍VI 幻之大地|ドラゴンクエストVI 幻の大地,Dragon Quest VI|幻之大地|Dragon Quest VI: Realms of Reverie|幻の大地|ドラゴンクエストVI|Dragon Quest VI: Los Reinos Oníricos|勇者鬥惡龍VI,,1995,,,https://www.wikidata.org/wiki/Q2301014,,/m/045ysk,https://www.mobygames.com/game/dragon-quest-vi-realms-of-revelation|https://www.mobygames.com/game/dragon-quest-vi-maboroshi-no-daichi,,https://ja.wikipedia.org/wiki/ドラゴンクエストVI_幻の大地,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0004008,,,,,,,,,,,,,,,コンピュータRPG|ロールプレイングゲーム,ハイ・ファンタジー,,冒険的,,ドラゴンクエストシリーズ,ドラゴンクエスト,,
https://collection.rcgs.jp/resource/WORK0008559,コナミアンティークス MSXコレクション Vol.1,コナミアンティークス MSXコレクション Vol.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0003266,デ・ジ・キャラット ファンタジー (2001),DI GI Charat Fantasy ～仲夏夜之夢～|デ・ジ・キャラット ファンタジー,デ・ジ・キャラット ファンタジー エクセレント|デ・ジ・キャラットファンタジー,,2001,,,https://www.wikidata.org/wiki/Q11320929,,,,,https://ja.wikipedia.org/wiki/デ・ジ・キャラット_ファンタジー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0002020,ヴァンパイア ダークストーカーズコレクション (2005),ヴァンパイア ダークストーカーズコレクション|Vampire: Darkstalkers Collection,ダークストーカーズコレクション|ダクコレ,,2005,,,https://www.wikidata.org/wiki/Q4008449,,,https://www.mobygames.com/game/vampire-darkstalkers-collection,,https://ja.wikipedia.org/wiki/ヴァンパイア_ダークストーカーズコレクション,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0000013,,,,,,,,,,,,,,,対戦格闘ゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007932,必殺パチスロ Win コングダム,必殺パチスロ Win コングダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0003061,SDガンダム GCENTURY (1997),SDガンダム GCENTURY,SDガンダム GCENTURY S,,1997,,,https://www.wikidata.org/wiki/Q11242744,,,,,https://ja.wikipedia.org/wiki/SDガンダム_GCENTURY,,,,,,,,,,,,,,,,,,,,,,,,,,,シミュレーションRPG|アクション,SF|ファンタジー|ミリタリー,,冒険的,,,,,
https://collection.rcgs.jp/resource/WORK0001749,マリオパーティ4 (2002),Mario Party 4|马里奥聚会4|마리오 파티 4|マリオパーティ4,マリパ4,,2002,,,https://www.wikidata.org/wiki/Q1205293,,/m/0140dw,https://www.mobygames.com/game/mario-party-4,,https://ja.wikipedia.org/wiki/マリオパーティ4,https://www.imdb.com/title/tt0354729,,,,4,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0000036,,,,,,https://collection.rcgs.jp/resource/WORK0003359,,,,,,,,,パーティゲーム|パーティゲーム,その他,,,,マリオパーティシリーズ,マリオ,,
https://collection.rcgs.jp/resource/WORK0003499,AR 〜忘れられた夏〜,AR 〜忘れられた夏〜,AR～忘れられた夏～|AR ～忘れられた夏～,,,,,https://www.wikidata.org/wiki/Q11189610,,,,,https://ja.wikipedia.org/wiki/AR_〜忘れられた夏〜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0003252,ソニック・ザ・ヘッジホッグ3 (1994),刺猬索尼克3|소닉 더 헤지호그 3|ソニック・ザ・ヘッジホッグ3|Sonic the Hedgehog 3,Sonic III|ソニック3|SONIC 3|Sonic 3,,1994,,,https://www.wikidata.org/wiki/Q856562,,/m/0py9v,https://www.mobygames.com/game/sonic-the-hedgehog-3,https://www.metacritic.com/game/wii/sonic-the-hedgehog-3|https://www.metacritic.com/game/xbox-360/sonic-the-hedgehog-3,https://ja.wikipedia.org/wiki/ソニック・ザ・ヘッジホッグ3,https://www.imdb.com/title/tt0291492,,,,,,JP|US,,,,,https://collection.rcgs.jp/resource/AGENT0003941,,,,,,https://collection.rcgs.jp/resource/WORK0001097,,,,,,,,,プラットフォーム・ゲーム|アクション,アクション,,,,,ソニック・ザ・ヘッジホッグ,,
https://collection.rcgs.jp/resource/WORK0008089,戦闘妖精雪風 妖精の舞う空,戦闘妖精雪風 妖精の舞う空,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0009565,dancingblade かってに桃天使 2 Tears of Eden (1998),dancingblade かってに桃天使 2 Tears of Eden,,,1998,,,,,,,,,,,,,,,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0001707,ポケモン不思議のダンジョン ブルーの救助隊・レッドの救助隊 (2005),Pokémon Mystery Dungeon: Blue Rescue Team and Red Rescue Team|ポケモン不思議のダンジョン ブルーの救助隊・レッドの救助隊|神奇寶貝不可思議的迷宮空之探險隊 出動ポケモン救助隊ガンバルズ!|포켓몬 불가사의 던전 파랑 구조대·빨강 구조대,ポケモン不思議のダンジョン レッドの救助隊|포켓몬 불가사의 던전 파랑 구조대|ポケモン不思議のダンジョン ブルーの救助隊|파랑구조대|포켓몬 불가사의 던전 빨강 구조대|Pokemon Mystery Dungeon: Blue Rescue Team and Red Rescue Team|寶可夢不可思議迷宮 青之救助隊／赤之救助隊|ポケモン不思議のダンジョン レッドの救助隊・ブルーの救助隊|神奇寶貝不可思議的迷宮 前勁隊出門去|神奇寶貝不可思議迷宮 紅色救難隊·藍色救難隊|포켓몬스터 불가사의 던전 파랑구조대,,2005,,,https://www.wikidata.org/wiki/Q1154048,,/m/0ch2wy3,,,https://ja.wikipedia.org/wiki/ポケモン不思議のダンジョン_青の救助隊・赤の救助隊,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0000428,,,,,,,,,,,,,,,ローグライクゲーム|ロールプレイングゲーム,ファンタジー,,,,ポケモン不思議のダンジョン,ポケットモンスター,,
https://collection.rcgs.jp/resource/WORK0008043,LINKS 386 CD,LINKS 386 CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0006283,名探偵コナン 奇岩島秘宝伝説,名探偵コナン 奇岩島秘宝伝説,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007538,NARUTO 疾風伝 龍刃記,NARUTO 疾風伝 龍刃記,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アクション,その他,,,,,NARUTO 疾風伝,,
https://collection.rcgs.jp/resource/WORK0001996,ワールドサッカー実況ウイニングイレブン3 ワールドカップ フランス'98 (1998),世界足球 实况胜利十一人3|International Superstar Soccer Pro 98|ワールドサッカー実況ウイニングイレブン3 ワールドカップ フランス'98,,,1998,,,https://www.wikidata.org/wiki/Q1991333,,/m/0bmf72w,,,https://ja.wikipedia.org/wiki/ワールドサッカー実況ウイニングイレブン3_ワールドカップ_フランス'98,,,,,,,JP,,,,,,,,,,,,https://collection.rcgs.jp/resource/WORK0000015,,,,,,,,スポーツ|スポーツゲーム,,,競争的,,,,,
https://collection.rcgs.jp/resource/WORK0007197,net@versus 囲碁,net@versus 囲碁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0006312,SUPER DUNKSHOT,SUPER DUNKSHOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007239,激闘! クラッシュギア TURBO ギアチャンピオンリーグ,激闘! クラッシュギア TURBO ギアチャンピオンリーグ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アクション,その他,,,,激闘!クラッシュギアTURBO,激闘!クラッシュギアTURBO,,
https://collection.rcgs.jp/resource/WORK0002433,沙羅曼蛇 (1986),沙羅曼蛇|사라만다|Salamander|沙罗曼蛇,Life Force|沙羅曼陀|沙羅慢蛇|さらまんだ|沙羅曼蛇,,1986,,,https://www.wikidata.org/wiki/Q1370988,,/m/03k_sd,https://www.mobygames.com/game/life-force,,https://ja.wikipedia.org/wiki/沙羅曼蛇,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0000357,,,,,,,,,,,,,,,シューティングゲーム|シューティング,ファンタジー|SF,,冒険的,,,,,
https://collection.rcgs.jp/resource/WORK0006187,炎の闘球児 ドッジ弾平,炎の闘球児 ドッジ弾平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0008950,ハートの国のアリス,ハートの国のアリス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0004072,Peace@Pieces (2004),Peace@Pieces|Peace@Pieces|Peace@Pieces,わんもあ@ぴぃしぃず,,2004,,,https://www.wikidata.org/wiki/Q5367613,,,,,https://ja.wikipedia.org/wiki/Peace@Pieces,,,,,,,JP,,,,,,,,,,,,,,,,,,,,ビジュアルノベル|青年漫画|アダルトゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0006348,スーパーヅガン～ハコテン城からの招待状,スーパーヅガン～ハコテン城からの招待状,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0008762,ザ・キング・オブ・ファイターズ'94,ザ・キング・オブ・ファイターズ'94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0006397,Parlor! パーラー! 2,Parlor! パーラー! 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007927,スピード & ダウト,スピード & ダウト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007462,スト☆マニ Strobe☆Mania,スト☆マニ Strobe☆Mania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0001718,マインドジャック (2011),マインドジャック|MindJack,,,2011,,,https://www.wikidata.org/wiki/Q6863411,,,https://www.mobygames.com/game/mindjack,,https://ja.wikipedia.org/wiki/マインドジャック,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0001024,,,,,,,,,,,,,,,サードパーソン・シューティングゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0009119,きゃんきゃんバニー プルミエール2 (1996),きゃんきゃんバニー プルミエール2,,,1996,,,,,,,,,,,,,,,JP,,,,,,,,,,,,,,,,,,,,ビジュアルノベル,,,,,,,,
https://collection.rcgs.jp/resource/WORK0002872,FRONT MISSION (1995),FRONT MISSION|前线任务 1st|Front Mission,フロントミッション1st|FRONT MISSION 1st|フロントミッション|フロントミッション1|フロントミッション ザ・ファースト|FRONTMISSION,,1995,,,https://www.wikidata.org/wiki/Q2526022,,/m/0d6flp,https://www.mobygames.com/game/front-mission_|https://www.mobygames.com/game/front-mission,https://www.metacritic.com/game/ds/front-mission,https://ja.wikipedia.org/wiki/FRONT_MISSION,https://www.imdb.com/title/tt0778696,,,,,,JP,,,https://collection.rcgs.jp/resource/TOPIC0000773,,https://collection.rcgs.jp/resource/AGENT0004194,,,,,,,,,,,,,,,シミュレーションロールプレイングゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0009511,The Legend of Heroes 3 白き魔女 もう一つの英雄たちの物語 (1998),The Legend of Heroes 3 白き魔女 もう一つの英雄たちの物語,,,1998,,,,,,,,,,,,,,,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0003816,バスマスターズクラシック (1994),バスマスターズクラシック|Bass Masters Classic,Bass Masters Classic,,1994,,,https://www.wikidata.org/wiki/Q2887292,,,https://www.mobygames.com/game/bass-masters-classic_|https://www.mobygames.com/game/bass-masters-classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スポーツゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0001477,パワーブレイザー (1992),パワーブレイザー|Power Blade,Power Blazer,,1992,,,https://www.wikidata.org/wiki/Q4047297,,,https://www.mobygames.com/game/power-blade|https://www.mobygames.com/game/power-blazer,,https://ja.wikipedia.org/wiki/パワーブレイザー,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0001642,,,,,,,,,,,,,,,プラットフォーム・ゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0002792,CHAOS;HEAD (2008),Chaos;Head|CHAOS;HEAD|카오스;헤드|CHAOS;HEAD,CHAOS:HEAD|Chaos;HEAd|カオスヘッド|CHAOS;HEAD らぶChu☆Chu!|CHAOS;HEAD NOAH|카오스 헤드|カオス;ヘッド|ギガロマニアックス|カオヘ|ブラッドチューン|CHAOS HEAD|ChäoS;HEAd|かおすへっどH|CHAOS HEAD|Chaos;Head|CHAOS;HEAD NOAH|카오스헤드,,2008,,,https://www.wikidata.org/wiki/Q1368299,,/m/04077fc,,,https://ja.wikipedia.org/wiki/CHAOS;HEAD,,,,,,,JP,,,https://collection.rcgs.jp/resource/TOPIC0000775,,https://collection.rcgs.jp/resource/AGENT0000971,,,,,,,,,,,,,,,ビジュアルノベル,,,,,,,,
https://collection.rcgs.jp/resource/WORK0000224,ビジランテ8：セカンドバトル (1999),ビジランテ8：セカンドバトル|Vigilante 8: 2nd Offense,ヴィジランテ8：セカンドバトル,,1999,,,https://www.wikidata.org/wiki/Q2483445,,/m/05vjkw,https://www.mobygames.com/game/vigilante-8-2nd-offense,,,,,,,,,US,,,https://collection.rcgs.jp/resource/TOPIC0000766,,https://collection.rcgs.jp/resource/AGENT0004010,,,,,,,,,,,,,,,アクション|アクションゲーム|車両戦闘ゲーム,SF,,,,ビジランテ8,,,
https://collection.rcgs.jp/resource/WORK0000635,ガンバード (1995),ガンバード|Gunbird|건버드|魔鏡爭霸戰,GUNBIRD 2|Mobile Light Force|ガンバードII,,1995,,,https://www.wikidata.org/wiki/Q3120813,,,,,https://ja.wikipedia.org/wiki/ガンバード,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0001917,,,,,,,,,,,,,,,シューティングゲーム|シューティング,アクション,,,,ガンバード,ガンバード,,
https://collection.rcgs.jp/resource/WORK0003688,地獄めぐり (1988),地獄めぐり|Bonze Adventure,,,1988,,,https://www.wikidata.org/wiki/Q3642249,,,https://www.mobygames.com/game/bonze-adventure,,https://ja.wikipedia.org/wiki/地獄めぐり,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0000420,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007321,クイズ! 日本語王,クイズ! 日本語王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0006463,オリンピックサッカー,オリンピックサッカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スポーツ,,,,,,,,
https://collection.rcgs.jp/resource/WORK0008562,J.LEAGUE WINNINGELEVEN3,J.LEAGUE WINNINGELEVEN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スポーツ,,,競争的,,,,,
https://collection.rcgs.jp/resource/WORK0009097,数独2 (2000),数独2,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パズル,,,,,SIMPLEシリーズ,,,
https://collection.rcgs.jp/resource/WORK0002034,三國志VII (2000),Romance of the Three Kingdoms VII|三國志VII|三國志VII|삼국지 VII,,,2000,,,https://www.wikidata.org/wiki/Q373112,,,https://www.mobygames.com/game/romance-of-the-three-kingdoms-vii,,https://ja.wikipedia.org/wiki/三國志VII,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0000017,,,,,,,,,,,,,,,ターン制ストラテジー|シミュレーションRPG|ターン制ストラテジー,三国志,,,,三國志シリーズ,,,
https://collection.rcgs.jp/resource/WORK0004001,Stronghold 2 (2005),要塞2|Stronghold 2,要塞 2,,2005,,,https://www.wikidata.org/wiki/Q1414295,,/m/0d67d9,https://www.mobygames.com/game/firefly-studios-stronghold-2|https://www.mobygames.com/game/firefly-studios-stronghold-2-deluxe,,,,,,,,,GB,,,,,https://collection.rcgs.jp/resource/AGENT0002951,,,,,,,,,,,,,,,リアルタイムストラテジー,,,,,,,,
https://collection.rcgs.jp/resource/WORK0001219,デジモンストーリー 超クロスウォーズ レッド/ブルー,デジモンストーリー 超クロスウォーズ レッド/ブルー,,,,,,https://www.wikidata.org/wiki/Q18337127,,,,,https://ja.wikipedia.org/wiki/デジモンストーリー_超クロスウォーズ_レッド/ブルー,,,,,,,,,,,,,,,,,,,,,,,,,,,ロールプレイングゲーム,SF,,,,デジモンストーリーズ,デジタルモンスター,,
https://collection.rcgs.jp/resource/WORK0002829,DS西村京太郎サスペンス 新探偵シリーズ「京都・熱海・絶海の孤島 殺意の罠」,DS西村京太郎サスペンス 新探偵シリーズ「京都・熱海・絶海の孤島 殺意の罠」,DS西村京太郎サスペンス,,,,,https://www.wikidata.org/wiki/Q11196396,,,,,https://ja.wikipedia.org/wiki/DS西村京太郎サスペンス_新探偵シリーズ「京都・熱海・絶海の孤島_殺意の罠」,,,,,,,,,,https://collection.rcgs.jp/resource/TOPIC0000773,,,,,,,,,,,,,,,,,ビジュアルノベル,サスペンス,,,,DSサスペンスシリーズ,,,
https://collection.rcgs.jp/resource/WORK0002418,KONOHANA : True Report (2001),此花系列|KONOHANA : True Report,此花 if|此花2 〜届かないレクイエム〜|此花4 ～闇を祓う祈り～|此花if|此花 else 幽かなる記憶の断片|此花|KONOHANA:True Report|此花 KONOHANA:TrueReport|KONOHANA:TrueReport|此花3 ～偽りの影の向こうに～|此花2 ～届かないレクイエム～|此花4 〜闇を祓う祈り〜|此花3 〜偽りの影の向こうに〜,,2001,,,https://www.wikidata.org/wiki/Q11123653,,,,,https://ja.wikipedia.org/wiki/此花,,,,,,,,,,,,,,,,,,,,,,,,,,,ビジュアルノベル,ホラー|サスペンス|学園,,,,此花,此花,,
https://collection.rcgs.jp/resource/WORK0003539,ゴーストリコン アドバンスウォーファイター (2006),ゴーストリコン アドバンスウォーファイター|Tom Clancy's Ghost Recon Advanced Warfighter|火線獵殺：先進戰士,火線獵殺先進戰士|湯姆克蘭西的幽靈行動尖峰戰士|GRAW|幽靈行動尖峰戰士|ゴーストリコン アドバンスウォーファイター チャプター 2|GRAW,,2006,,,https://www.wikidata.org/wiki/Q2090121,,/m/094dmt,https://www.mobygames.com/game/tom-clancys-ghost-recon-advanced-warfighter_|https://www.mobygames.com/game/tom-clancys-ghost-recon-advanced-warfighter|https://www.mobygames.com/game/tom-clancys-ghost-recon-advanced-warfighter__|https://www.mobygames.com/game/tom-clancys-ghost-recon-advanced-warfighter-premium-edition,https://www.metacritic.com/game/pc/tom-clancys-ghost-recon-advanced-warfighter,https://ja.wikipedia.org/wiki/ゴーストリコン_アドバンスウォーファイター,https://www.imdb.com/title/tt0492457,,,,,,US|FR,,,https://collection.rcgs.jp/resource/TOPIC0000776,,https://collection.rcgs.jp/resource/AGENT0001032,,,,,,,,,,,,,,,ファーストパーソン・シューティングゲーム|サードパーソン・シューティングゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0000542,エキサイティングプロレス5 (2003),WWE SmackDown! Here Comes the Pain|エキサイティングプロレス5,,,2003,,,https://www.wikidata.org/wiki/Q2024612,,/m/0701tl,https://www.mobygames.com/game/wwe-smackdown-here-comes-the-pain,,https://ja.wikipedia.org/wiki/エキサイティングプロレス5,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0000045,,,,,,,,,,,,,,,プロレス|対戦格闘ゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0008763,ザ・キング・オブ・ファイターズ'96,ザ・キング・オブ・ファイターズ'96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,格闘,,,,,ザ・キング・オブ・ファイターズ,ザ・キング・オブ・ファイターズ,,
https://collection.rcgs.jp/resource/WORK0000015,2002 FIFA World Cup (2002),2002 FIFA World Cup,,,2002,,,https://www.wikidata.org/wiki/Q2322709,,/m/02ppvhl,https://www.mobygames.com/game/2002-fifa-world-cup,,,,,,,,,CA,,,https://collection.rcgs.jp/resource/TOPIC0000753,,https://collection.rcgs.jp/resource/AGENT0001016,,,,,,https://collection.rcgs.jp/resource/WORK0003849,https://collection.rcgs.jp/resource/WORK0002732,,,,,,,,スポーツ|スポーツゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007105,「花札」,「花札」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0001023,スーパーマリオ 3Dランド (2011),Super Mario 3D Land|スーパーマリオ 3Dランド|超級瑪利歐3D樂園|슈퍼 마리오 3D랜드,スーパーマリオ3DS|Super Mario 3D Land|Mario 3D Land|슈퍼 마리오 3D 랜드|超級瑪利歐3D島|超級瑪利歐 3DS|SM3DL|3D Land|スーパーマリオ3Dランド,,2011,,,https://www.wikidata.org/wiki/Q1050298,,/m/0gg5s_k,https://www.mobygames.com/game/super-mario-3d-land,https://www.metacritic.com/game/3ds/super-mario-3d-land,https://ja.wikipedia.org/wiki/スーパーマリオ_3Dランド,,,,,15,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0003924|https://collection.rcgs.jp/resource/AGENT0004092|https://collection.rcgs.jp/resource/AGENT0004093,,,,,,https://collection.rcgs.jp/resource/WORK0001013,https://collection.rcgs.jp/resource/WORK0002972,,,,,,,,プラットフォーム・ゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0003253,ソニックアドバンス2 (2002),索尼克Advance 2|소닉 어드밴스 2|ソニックアドバンス2|Sonic Advance 2,,,2002,,,https://www.wikidata.org/wiki/Q2748684,,/m/02906h,https://www.mobygames.com/game/sonic-advance-2,https://www.metacritic.com/game/game-boy-advance/sonic-advance-2,https://ja.wikipedia.org/wiki/ソニックアドバンス2,https://www.imdb.com/title/tt0364013,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0003941|https://collection.rcgs.jp/resource/AGENT0001111,,,,,,,,,,,,,,,プラットフォーム・ゲーム|アクション,アクション,,,,,ソニック・ザ・ヘッジホッグ,,
https://collection.rcgs.jp/resource/WORK0001640,プロ野球スピリッツ2012,プロ野球スピリッツ2012,プロスピ2012,,,,,https://www.wikidata.org/wiki/Q11336269,,,,,https://ja.wikipedia.org/wiki/プロ野球スピリッツ2012,,,,,,,,,,,,,,,,,,,,,,,,,,,スポーツ,,,,,プロ野球スピリッツ,,,
https://collection.rcgs.jp/resource/WORK0002537,結界師 黒芒楼襲来,結界師 黒芒楼襲来,,,,,,https://www.wikidata.org/wiki/Q11606716,,,,,https://ja.wikipedia.org/wiki/結界師_黒芒楼襲来,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0006868,必殺パチンコステーション now これが一番!! 真ピカイチ天国,必殺パチンコステーション now これが一番!! 真ピカイチ天国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007881,クイズ 歴史編,クイズ 歴史編,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007385,日本フットサルリーグ公認・みんなのDS フットサル,日本フットサルリーグ公認・みんなのDS フットサル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0000452,アルバレアの乙女 (1997),艾爾巴雷亞的乙女|アルバレアの乙女,,,1997,,,https://www.wikidata.org/wiki/Q17192233,,,,,https://ja.wikipedia.org/wiki/アルバレアの乙女,,,,,,,,,,,,,,,,,,,,,,,,,,,ビジュアルノベル|シミュレーションRPG|恋愛ゲーム,ファンタジー|恋愛,,ロマンチック|競争的,,,,,
https://collection.rcgs.jp/resource/WORK0001877,ランブルローズ (2004),Rumble Roses|ランブルローズ|火爆玫瑰,ランブルローズXX|RUMBLE ROSES|火爆玫瑰XX|Rumble Roses,,2004,,,https://www.wikidata.org/wiki/Q2529513,,,https://www.mobygames.com/game/rumble-roses,,https://ja.wikipedia.org/wiki/ランブルローズ,,,,,,,JP,,,,,https://collection.rcgs.jp/resource/AGENT0000045,,,,,,,,,,,,,,,対戦格闘ゲーム|プロレス,,,,,,,,
https://collection.rcgs.jp/resource/WORK0003373,ラッシング・ビート乱 複製都市 (1992),Brawl Brothers|ラッシング・ビート乱 複製都市,ラッシングビート乱,,1992,,,https://www.wikidata.org/wiki/Q3777241,,/m/03z8fy,https://www.mobygames.com/game/brawl-brothers,,https://ja.wikipedia.org/wiki/ラッシング・ビート乱_複製都市,,,,,,,JP,,,https://collection.rcgs.jp/resource/TOPIC0000773,,https://collection.rcgs.jp/resource/AGENT0001273,,,,,,,,,,,,,,,ベルトスクロールアクションゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0007050,THE テーブルホッケー,THE テーブルホッケー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0008219,Ding! ~M・O・N・O~,Ding! ~M・O・N・O~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/WORK0000798,ゴーストリコン アドバンスウォーファイター2 (2007),ゴーストリコン アドバンスウォーファイター2|火線獵殺：先進戰士2|Tom Clancy's Ghost Recon Advanced Warfighter 2,幽灵行动尖峰战士2|GRAW2|火線獵殺先進戰士2,,2007,,,https://www.wikidata.org/wiki/Q2075645,,/m/0266lwc,https://www.mobygames.com/game/tom-clancys-ghost-recon-advanced-warfighter-2_,,https://ja.wikipedia.org/wiki/ゴーストリコン_アドバンスウォーファイター2,https://www.imdb.com/title/tt1121103,,,,,,US|FR,,,https://collection.rcgs.jp/resource/TOPIC0000776,,https://collection.rcgs.jp/resource/AGENT0001032,,,,,,,,,,,,,,,サードパーソン・シューティングゲーム,,,,,,,,
https://collection.rcgs.jp/resource/WORK0001562,ファミリーテニス,ファミリーテニス,,,,,,https://www.wikidata.org/wiki/Q11332081,,,,,https://ja.wikipedia.org/wiki/ファミリーテニス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
