resource_uri,prefLabel_ja,prefLabel_en,altLabel,homepage,description,identifier,ndlAuthoritiesID,viafID,wikidataID,twitterID,seeAlso,language,disambiguatingDescription,note,hasOccupation,birthDate,deathDate,birthPlace,deathPlace,homeLocation,mbox,addressCountry,additionalName,title,source
https://collection.rcgs.jp/resource/AGENT0005304,,Patrick Koudstaal,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,429363",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0024421|https://www.mobygames.com/developer/sheet/view/developerId,429363/ (accessed 2019-11-18)"
https://collection.rcgs.jp/resource/AGENT0005781,"井上, 雅明","INOUE, Masaaki",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,63292",,,サウンドエンジニアだと思われる。（20200106 高山）,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,63292/ (accessed 2020-01-06)|https://collection.rcgs.jp/resource/VARIATION0017681"
https://collection.rcgs.jp/resource/AGENT0003769,"鈴木, 信夫",,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C47223,,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0019656
https://collection.rcgs.jp/resource/AGENT0005103,,"TSUCHIYA, Naoyuki",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,186087",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,186087/ (accessed 2019-11-13)"
https://collection.rcgs.jp/resource/AGENT0003771,"小塚, 洋司",,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C47225,,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0019658
https://collection.rcgs.jp/resource/AGENT0005628,"植山, 幹郎","UEYAMA, Mikio",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,82625",,,,,,,,,,,,,,"https://ja.wikipedia.org/wiki/ガンヘッド_(PCエンジン) (accessed 2019-12-10)|https://collection.rcgs.jp/resource/VARIATION0001280|https://www.mobygames.com/developer/sheet/view/developerId,82625/ (accessed 2019-12-10)"
https://collection.rcgs.jp/resource/AGENT0006368,"沼尻, 真理子","NUMAJIRI, Mariko",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,143493",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,143493/ (accessed 2020-02-19)|https://collection.rcgs.jp/resource/VARIATION0005480"
https://collection.rcgs.jp/resource/AGENT0004710,,"SHIBATA, Hiroshi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,832972",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0010389|https://www.mobygames.com/developer/sheet/view/developerId,832972/ (accessed 2019-10-23)"
https://collection.rcgs.jp/resource/AGENT0004499,"藤井, 貴矢","FUJII, Takaya",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,94265",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,94265/ (accessed 2019-10-16)|https://collection.rcgs.jp/resource/PACKAGE0015480"
https://collection.rcgs.jp/resource/AGENT0005104,,"SHIMOKAWA, Akemi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,77106",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,77106/ (accessed 2019-11-13)"
https://collection.rcgs.jp/resource/AGENT0005296,"山本, 節生","YAMAMOTO, Setsuo",SETSUO,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,129820",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,129820/ (accessed 2019-11-18)|https://collection.rcgs.jp/resource/VARIATION0015955"
https://collection.rcgs.jp/resource/AGENT0004616,,"Lee, Suchol ",Suchol Lee,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,148715",,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0001290
https://collection.rcgs.jp/resource/AGENT0005238,辻横由佳,Yuka Tsujiyoko,马场由佳|Yuka Banba|馬場由佳,,,,https://id.ndl.go.jp/auth/ndlna/00675296,https://viaf.org/viaf/252098967,https://www.wikidata.org/entity/Q4412350,,https://ja.wikipedia.org/wiki/辻横由佳,,,,,,,,,,,JP,,,"https://www.wikidata.org/entity/Q4412350 (accessed 2020-08-28)|https://www.mobygames.com/developer/sheet/view/developerId,126074/ (accessed 2019-11-13)|https://ja.wikipedia.org/wiki/辻横由佳 (accessed 2019-11-13)"
https://collection.rcgs.jp/resource/AGENT0004579,"下道, 隆","SHIMOMICHI, Takashi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,436690",,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0004480
https://collection.rcgs.jp/resource/AGENT0006188,"江口, 正和","EGUCHI, Masakazu",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,148136",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,148136/ (accessed 2020-02-07)|https://collection.rcgs.jp/resource/VARIATION0015053"
https://collection.rcgs.jp/resource/AGENT0005153,"佐藤, 昭洋","SATO, Akihiro",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,457418",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,457418/ (accessed 2019-11-13)"
https://collection.rcgs.jp/resource/AGENT0005551,"酒井, 敦史","SAKAI, Atsushi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,37223",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,37223/ (accessed 2019-12-04)|https://collection.rcgs.jp/resource/VARIATION0000170|https://ja.wikipedia.org/wiki/デッドゾーン_(ゲーム)#スタッフ (accessed 2019-12-04)"
https://collection.rcgs.jp/resource/AGENT0005228,,"FUNAHARA, Kunio",K. Funahara,,,,,,,,,,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,92427/ (accessed 2019-11-13)"
https://collection.rcgs.jp/resource/AGENT0004771,西浦智仁,Tomohito Nishiura,,,,ISNI:0000 0001 0821 4693,,https://viaf.org/viaf/160677521,https://www.wikidata.org/entity/Q2473223,,https://ja.wikipedia.org/wiki/西浦智仁,,,,作曲家,1973,,,,,,JP,,,"https://collection.rcgs.jp/resource/VARIATION0017366|https://www.wikidata.org/entity/Q2473223 (accessed 2020-08-28)|https://ja.wikipedia.org/wiki/西浦智仁 (accessed 2019-10-28)|https://www.mobygames.com/developer/sheet/view/developerId,70037/ (accessed 2019-10-28)"
https://collection.rcgs.jp/resource/AGENT0005324,,Anastasia Golovanova,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,511483",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,511483/ (accessed 2019-11-18)|https://collection.rcgs.jp/resource/VARIATION0027215"
https://collection.rcgs.jp/resource/AGENT0005958,"篠原, 雅嗣","SHINOHARA, Masatsugu",M30,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,107679",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0000732|https://www.mobygames.com/developer/sheet/view/developerId,107679/ (accessed 2020-01-15)|https://ja.wikipedia.org/wiki/大魔界村 (accessed 2020-01-15)"
https://collection.rcgs.jp/resource/AGENT0003494,"西尾, ゆき","NISHIO, Yuki",,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46951,,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0019255
https://collection.rcgs.jp/resource/AGENT0006235,"小林, 信彦","KOBAYASHI, Nobuhiko",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,306664",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0025295|https://www.mobygames.com/developer/sheet/view/developerId,306664/ (accessed 2020-02-07)"
https://collection.rcgs.jp/resource/AGENT0005256,小桜エツコ,Etsuko Kozakura,Kumi Uchino|小桜エツ子|小桜エツ子|Kumi Domon|小樱悦子,http://little-portal.com,,,,,https://www.wikidata.org/entity/Q2642327,https://twitter.com/alittlealittle,https://ja.wikipedia.org/wiki/小桜エツコ,http://id.loc.gov/vocabulary/iso639-2/jpn,,,声優,1971,,東京都西多摩郡瑞穂町,,,,JP,,,"https://www.mobygames.com/developer/sheet/view/developerId,50319/ (accessed 2019-11-13)|https://www.wikidata.org/entity/Q2642327 (accessed 2020-08-28)|https://ja.wikipedia.org/wiki/小桜エツコ (accessed 2019-11-13)"
https://collection.rcgs.jp/resource/AGENT0005057,"丸永, 克己","MARUNAGA, Katsumi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,114634",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,114634/ (accessed 2019-11-12)"
https://collection.rcgs.jp/resource/AGENT0004662,瀬上純,Jun Senoue,준 세노우에|Jun Senoue|세노우에 쥰|瀬上純,http://www.junsenoue.com,,,,,https://www.wikidata.org/entity/Q2669787,https://twitter.com/crush40,https://ja.wikipedia.org/wiki/瀬上純,,,,ゲームミュージック作曲家,1970,,宮城県宮城郡松島町,,,,JP,,,"https://collection.rcgs.jp/resource/VARIATION0010847|https://www.mobygames.com/developer/sheet/view/developerId,43211/ (accessed 2019-10-21)|https://www.wikidata.org/entity/Q2669787 (accessed 2020-08-28)|https://ja.wikipedia.org/wiki/瀬上純 (accessed 2019-10-21)"
https://collection.rcgs.jp/resource/AGENT0005091,,"KITAYAMA, Shigetoshi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,276700",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,276700/ (accessed 2019-11-13)"
https://collection.rcgs.jp/resource/AGENT0005290,"金子, 大介","KANEKO, Daisuke",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,148145",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,148145/ (accessed 2019-11-18)|https://collection.rcgs.jp/resource/VARIATION0015955"
https://collection.rcgs.jp/resource/AGENT0005674,,Silke Sczyrba,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,78281",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,78281/ (accessed 2019-12-11)|https://collection.rcgs.jp/resource/VARIATION0015375"
https://collection.rcgs.jp/resource/AGENT0005331,"朝川, 達","ASAKAWA, Toru",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,55570",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,55570/ (accessed 2019-11-18)|https://collection.rcgs.jp/resource/VARIATION0027215"
https://collection.rcgs.jp/resource/AGENT0004581,,"KAWANABE, Yukiko",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,82493",,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0003185
https://collection.rcgs.jp/resource/AGENT0004809,,"Billy, Carroll",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,609797",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,609797/ (accessed 2019-10-29)|https://collection.rcgs.jp/resource/VARIATION0024421"
https://collection.rcgs.jp/resource/AGENT0003531,"木通, 隆行",,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46985,,,,,1922,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0019268
https://collection.rcgs.jp/resource/AGENT0006347,"吉枝, 悟","YOSHIEDA, Satoru",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,61530",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0004168|https://ja.wikipedia.org/wiki/ロマンシング_サ・ガ (accessed 2020-02-19)|https://www.mobygames.com/developer/sheet/view/developerId,61530/ (accessed 2020-02-19)"
https://collection.rcgs.jp/resource/AGENT0005573,笹川敏幸,Toshiyuki Sasagawa,,,,,,,https://www.wikidata.org/entity/Q11602576,,https://ja.wikipedia.org/wiki/笹川敏幸,,,,ゲームクリエイター|作曲家,1962,,北海道函館市,,,,JP,,,"https://www.mobygames.com/developer/sheet/view/developerId,95698/ (accessed 2019-12-09)|https://collection.rcgs.jp/resource/VARIATION0017681|https://ja.wikipedia.org/wiki/笹川敏幸 (accessed 2019-12-09)|https://www.wikidata.org/entity/Q11602576 (accessed 2020-08-28)"
https://collection.rcgs.jp/resource/AGENT0003434,"樋口, 明雄","HIGUCHI, Akio",,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46895,,,,,1960-01-30,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0018397
https://collection.rcgs.jp/resource/AGENT0004676,"堀山, 俊彦","HORIYAMA, Toshihiko",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,59103",,,,サウンドクリエイター,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,59103/ (accessed 2019-10-21)|https://collection.rcgs.jp/resource/VARIATION0016343"
https://collection.rcgs.jp/resource/AGENT0005613,"小池, 武志","KOIKE, Takeshi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,166799",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0024697|https://www.mobygames.com/developer/sheet/view/developerId,166799/ (accessed 2019-12-10)"
https://collection.rcgs.jp/resource/AGENT0005789,"松村, ひろのり","MATSUMURA, Hironori",FISH MAN,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,148314",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0000661|https://www.mobygames.com/developer/sheet/view/developerId,148314/ (accessed 2020-01-06)|https://ja.wikipedia.org/wiki/ウィロー_(ゲーム) (accessed 2020-01-06)"
https://collection.rcgs.jp/resource/AGENT0004632,,"IMANISHI, Hiroshi ",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,540582",,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0000112
https://collection.rcgs.jp/resource/AGENT0004823,"小松, 国博","KOMATSU, Kunihiro",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,70105",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0027215|https://www.mobygames.com/developer/sheet/view/developerId,70105/ (accessed 2019-10-29)"
https://collection.rcgs.jp/resource/AGENT0004914,"大橋, 慶子","OHASHI, Keiko",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,484868",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0010389|https://www.mobygames.com/developer/sheet/view/developerId,484868/ (accessed 2019-11-08)"
https://collection.rcgs.jp/resource/AGENT0005373,,"ISHIKAWA, Masaaki",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,34497",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0024235|https://www.mobygames.com/developer/sheet/view/developerId,34497/ (accessed 2019-11-19)"
https://collection.rcgs.jp/resource/AGENT0003694,ミック,,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C47148,,,,,,,,,,,,,,
https://collection.rcgs.jp/resource/AGENT0004457,,"YOSHIDA, Shigeki ",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,55575",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/PACKAGE0010320|https://www.mobygames.com/developer/sheet/view/developerId,55575/ (accessed 2019-10-16)"
https://collection.rcgs.jp/resource/AGENT0005334,"古川, 敏治","FURUKAWA, Toshiharu",Toshiharu Owa Furukawa,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,48251",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0007295|https://www.mobygames.com/developer/sheet/view/developerId,48251/ (accessed 2019-11-18)|https://ja.wikipedia.org/wiki/悪魔城ドラキュラ_(X68000版) (accessed 2019-11-18)"
https://collection.rcgs.jp/resource/AGENT0004774,,"Randy, Shoemake",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,59393",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0024083|https://www.mobygames.com/developer/sheet/view/developerId,59393/ (accessed 2019-10-28)"
https://collection.rcgs.jp/resource/AGENT0005230,,"YASUMA, Masahiro",,,,,,,,,,,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,147936/ (accessed 2019-11-13)"
https://collection.rcgs.jp/resource/AGENT0004707,グレッグ・メイレス,Gregg Mayles,グレッグ・メイルズ,,,,,,https://www.wikidata.org/entity/Q1452166,https://twitter.com/Ghoulyboy,,,,,ゲームデザイナー,1971,,"Coalville, Leicestershire, England, United Kingdom",,,,GB,,,"https://www.wikidata.org/entity/Q1452166 (accessed 2020-08-28)|https://en.wikipedia.org/wiki/Gregg_Mayles (accessed 2019-10-23)|https://www.mobygames.com/developer/sheet/view/developerId,51913/ (accessed 2019-10-23)|https://collection.rcgs.jp/resource/VARIATION0005277"
https://collection.rcgs.jp/resource/AGENT0005690,"渋谷, 幸弘","SHIBUYA, Yukihiro",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,83794",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0017366|https://www.mobygames.com/developer/sheet/view/developerId,83794/ (accessed 2019-12-11)"
https://collection.rcgs.jp/resource/AGENT0005289,"佐藤, 文昭","SATO, Fumiaki",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,408302",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0015955|https://www.mobygames.com/developer/sheet/view/developerId,408302/ (accessed 2019-11-18)"
https://collection.rcgs.jp/resource/AGENT0005970,阿部K助,"ABE, Keisuke",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,74781",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,74781/ (accessed 2020-01-15)|https://ja.wikipedia.org/wiki/PC原人_(1989年のゲーム) (accessed 2020-01-15)|https://collection.rcgs.jp/resource/VARIATION0001241"
https://collection.rcgs.jp/resource/AGENT0006163,大西健晴,Takeharu Ōnishi,,,,,,,https://www.wikidata.org/entity/Q9019640,,https://ja.wikipedia.org/wiki/大西健晴,,,,声優,1967,,奈良県,,,,,,,"https://ja.wikipedia.org/wiki/大西健晴 (accessed 2020-02-05)|https://www.mobygames.com/developer/sheet/view/developerId,514492/ (accessed 2020-02-05)|https://www.wikidata.org/entity/Q9019640 (accessed 2020-08-28)|https://collection.rcgs.jp/resource/VARIATION0027305"
https://collection.rcgs.jp/resource/AGENT0006305,加藤精三,Seizō Katō,Seizo Kato|Seizou Katou,,,,,https://viaf.org/viaf/101511450,https://www.wikidata.org/entity/Q4118923,,https://ja.wikipedia.org/wiki/加藤精三_(声優),,,,声優,1927,2014,東京府東京市,東京都板橋区,,,JP,,,"https://www.wikidata.org/entity/Q4118923 (accessed 2020-08-28)|https://www.mobygames.com/developer/sheet/view/developerId,453514/ (accessed 2020-02-12)|https://ja.wikipedia.org/wiki/加藤精三_(声優) (accessed 2020-02-12)|https://collection.rcgs.jp/resource/VARIATION0001449"
https://collection.rcgs.jp/resource/AGENT0006189,"吉岡, 真弓","YOSHIOKA, Mayumi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,59093",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,59093/ (accessed 2020-02-07)|https://collection.rcgs.jp/resource/VARIATION0015053"
https://collection.rcgs.jp/resource/AGENT0005977,"高津, 敏之","TAKATSU, Toshiyuki",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,277303",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0001269|https://www.mobygames.com/developer/sheet/view/developerId,277303/ (accessed 2020-01-15)"
https://collection.rcgs.jp/resource/AGENT0005961,あんどうつとむ,"ANDO, Tsutomu",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,472167",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,472167/ (accessed 2020-01-15)|https://ja.wikipedia.org/wiki/コンバットライブス (accessed 2020-01-15)|https://collection.rcgs.jp/resource/VARIATION0000932"
https://collection.rcgs.jp/resource/AGENT0006227,,Petra Gyarmaty,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,291349",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,291349/ (accessed 2020-02-07)|https://collection.rcgs.jp/resource/VARIATION0024083"
https://collection.rcgs.jp/resource/AGENT0006104,鈴木賢,Masaru Suzuki,,,,,,,https://www.wikidata.org/entity/Q11649293,https://twitter.com/marchin_bell,https://ja.wikipedia.org/wiki/鈴木賢,,,,声優,1981,,千葉県,,,,JP,,,"https://www.wikidata.org/entity/Q11649293 (accessed 2020-08-28)|https://ja.wikipedia.org/wiki/鈴木賢 (accessed 2020-01-28)|https://www.mobygames.com/developer/sheet/view/developerId,628075/ (accessed 2020-01-28)|https://collection.rcgs.jp/resource/VARIATION0022023"
https://collection.rcgs.jp/resource/AGENT0004919,"平野, 聡","HIRANO, Satoshi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,57919",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0012819|https://www.mobygames.com/developer/sheet/view/developerId,57919/ (accessed 2019-11-08)"
https://collection.rcgs.jp/resource/AGENT0006000,"岡田, 寿夫","OKADA, Hisao",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,128938",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0001681|https://www.mobygames.com/developer/sheet/view/developerId,128938/ (accessed 2020-01-22)"
https://collection.rcgs.jp/resource/AGENT0004708,"佐藤, 史久","SATO, Fumihisa",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,125868",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,125868/ (accessed 2019-10-23)"
https://collection.rcgs.jp/resource/AGENT0003493,,Bart Farkas,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C46950,,,,,1966-10-30,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0019260
https://collection.rcgs.jp/resource/AGENT0003664,ウィリアム F. バーゾール,,,,,,,,,,https://mediaarts-db.bunka.go.jp/id/C47118,,,,,,,,,,,,,,https://collection.rcgs.jp/resource/PACKAGE0019405
https://collection.rcgs.jp/resource/AGENT0006196,"高木, 了恵","TAKAGI, Ryoe","高木, 了慧",,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,107503",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0017366|https://www.mobygames.com/developer/sheet/view/developerId,107503/ (accessed 2020-02-07)"
https://collection.rcgs.jp/resource/AGENT0006012,"川口, 孝司","KAWAGUCHI, Takashi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,401000",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,401000/ (accessed 2020-01-22)|https://ja.wikipedia.org/wiki/ポケットモンスター_赤・緑 (accessed 2020-01-22)|https://collection.rcgs.jp/resource/VARIATION0005460"
https://collection.rcgs.jp/resource/AGENT0004545,遊佐浩二,Kōji Yusa,游佐浩二|Kouji Yusa|Koji Yusa,,,,,,https://www.wikidata.org/entity/Q1351599,https://twitter.com/yusakoji_staff,https://ja.wikipedia.org/wiki/遊佐浩二,http://id.loc.gov/vocabulary/iso639-2/jpn,,,,1968,,,,,,JP,,,"https://www.wikidata.org/entity/Q1351599 (accessed 2020-08-28)|https://www.mobygames.com/developer/sheet/view/developerId,626566/ (accessed 2019-10-16)|https://ja.wikipedia.org/wiki/遊佐浩二 (accessed 2019-10-16)"
https://collection.rcgs.jp/resource/AGENT0004777,"村岡, 一樹","MURAOKA, Kazuki",梅野毒夫|又野亀夫,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,52654",,,,作曲家,1959-03-09,,佐賀県佐賀市,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,52654/ (accessed 2019-10-28)|https://collection.rcgs.jp/resource/VARIATION0000393"
https://collection.rcgs.jp/resource/AGENT0006351,"上原, 麗子","UEHARA, Reiko",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,168723",,,,,,,,,,,,,,"https://ja.wikipedia.org/wiki/くにおのおでん (accessed 2020-02-19)|https://collection.rcgs.jp/resource/VARIATION0004723|https://www.mobygames.com/developer/sheet/view/developerId,168723/ (accessed 2020-02-19)"
https://collection.rcgs.jp/resource/AGENT0005501,うま,Uma,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,945041",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,945041/ (accessed 2019-12-02)|https://collection.rcgs.jp/resource/VARIATION0000452"
https://collection.rcgs.jp/resource/AGENT0004661,ジェン・テイラー,Jen Taylor,Jennifer Lee Taylor,,,ISNI:0000 0000 5165 0696,,https://viaf.org/viaf/48772402,https://www.wikidata.org/entity/Q978964,https://twitter.com/jentaylortown,,http://id.loc.gov/vocabulary/iso639-2/eng,,,声優,1973,,"Seattle, Washington, U.S.",,,,US,,,"https://www.wikidata.org/entity/Q978964 (accessed 2020-08-28)|https://www.mobygames.com/developer/sheet/view/developerId,51446/ (accessed 2019-10-21)|https://collection.rcgs.jp/resource/VARIATION0010403|https://en.wikipedia.org/wiki/Jen_Taylor (accessed 2019-10-21)"
https://collection.rcgs.jp/resource/AGENT0005945,"影山, 博美","KAGEYAMA, Hiromi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,404635",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0027864|https://www.mobygames.com/developer/sheet/view/developerId,404635/ (accessed 2020-01-15)|https://games.yahoo.co.jp/news/item?n=20161005-00000001-ygame_gamer (accessed 2020-01-15)"
https://collection.rcgs.jp/resource/AGENT0005723,毛利元貞,Motosada Mori,,,,ISNI:0000 0003 7625 1431,https://id.ndl.go.jp/auth/ndlna/00188984,https://viaf.org/viaf/253490838,https://www.wikidata.org/entity/Q3325309,,https://ja.wikipedia.org/wiki/毛利元貞,,,,軍事アドバイザー|作家,1964,,広島県,,,,JP,,,"https://ja.wikipedia.org/wiki/毛利元貞 (accessed 2019-12-16)|https://www.mobygames.com/developer/sheet/view/developerId,52656/ (accessed 2019-12-16)|https://collection.rcgs.jp/resource/VARIATION0012819|https://www.wikidata.org/entity/Q3325309 (accessed 2020-08-28)"
https://collection.rcgs.jp/resource/AGENT0006024,"吉冨, 賢介","YOSHITOMI, Kensuke",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,57928",,,,,,,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,57928/ (accessed 2020-01-22)|https://collection.rcgs.jp/resource/VARIATION0012819"
https://collection.rcgs.jp/resource/AGENT0006346,"井上, 敏行","INOUE, Toshiyuki",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,82500",,,,,,,,,,,,,,"https://collection.rcgs.jp/resource/VARIATION0004168|https://www.mobygames.com/developer/sheet/view/developerId,82500/ (accessed 2020-02-19)|https://ja.wikipedia.org/wiki/ロマンシング_サ・ガ (accessed 2020-02-19)"
https://collection.rcgs.jp/resource/AGENT0006155,"木内, 崇文","KIUCHI, Takafumi",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,249127",,,,,,,,,,,,,,"https://www.nintendo.co.jp/jobs/interview/2009/06_kiuchi.html (accessed 2020-02-05)|https://collection.rcgs.jp/resource/VARIATION0027305|https://www.mobygames.com/developer/sheet/view/developerId,249127/ (accessed 2020-02-05)"
https://collection.rcgs.jp/resource/AGENT0004951,"佐藤, 真靖","SATO, Masanobu",,,,,,,,,"https://www.mobygames.com/developer/sheet/view/developerId,191672",,,,,,,,,,,,,,"https://www.nintendo.co.jp/wiiu/amaj/guide/page_09.html (accessed 2019-11-11)|https://collection.rcgs.jp/resource/VARIATION0027215|https://www.mobygames.com/developer/sheet/view/developerId,191672/ (accessed 2019-11-11)"
